Title,Authors,Year,Abstract,DOI,Publisher,citations,source,Keywords,product type,afiliacion_primer_autor,Journal
Next Bar Predictor: An Architecture in Automated Music Generation,B. M. Dungan; P. L. Fernandez,2020,"Music generation has been an active field of research in computer science and is considered as a creative task attempting to imitate human creativity. With the different approaches to generate musical content, recent works have focused on general adversarial networks. One of these is the Midinet, which is considered the baseline model in this study. In this paper, we propose our Next Bar Predictor, a generative model that creates melody one bar at a time using the previous bar as basis to generate aesthetically pleasing melodies. We explore several variants of this by experimenting on different regression and classification models such as Decision Trees (DT), K-Nearest Neighbors (KNN), and Multilayer Perceptron (MLP). The models were trained using the dataset from Theorytab which consists of 460 songs. The outputs of these different variant models were then compared against those from the Midinet, using both machine-based objective scoring mechanism as well as human-based subjective evaluations. The dissimilarity scores obtained by our KNN (0.65) and DT (0.74) models, scored against the melodies in the dataset, are sufficiently high and indicates that both models are generally creative. Furthermore, based on the evaluation by human listeners, the melodies generated by our DT models are more realistic and pleasing than those of the Midinet. Casual listeners also prefer the DT model to be more interesting, although professional listeners think otherwise. Finally, all the variant models, when compared with Midinet, require much less training time and computational power. The proposed Next Bar Predictor is therefore a viable alternative for automated music generation.",10.1109/ICCSP48568.2020.9182341,IEEE,1.0,IEEE,Computer generated music;machine learning;artificial intelligence,IEEE Conferences,Mexico,Nature Communications
Trust-based situation awareness: Agent-based versus population-based modeling a comparative study,Z. Nasar; S. W. Jaffry,2018,"Trust based situation awareness represents the flow of information regarding a situation within a group of agents based on their mutual trust. Situation Awareness (SA) in general is regarded as basis for efficient group decision making while trust based situation awareness is of utmost importance in safety critical systems as the trust is a key factor that tend to affect the beliefs of agents that are collaborating in an environment. In this study an existing model of situation awareness is extended to incorporate mutual trust of the participating agents. The proposed model is analyzed using two different paradigms of computational modeling techniques namely Agent Based Modeling (ABM) and Population Based Modeling (PBM). Various experiments are conducted using variety of populations. Results show that with incorporation of trust factor, both approaches show similar patterns with large population size. In addition to that, relation between SA and trust is analyzed and the results show that SA gets affected by the inter-agent trust.",10.1109/ICACS.2018.8333494,IEEE,3.0,IEEE,Trust dynamics;Computational Modeling;Comparative Analysis;Inter-agent Trust,IEEE Conferences,Japan,Computers & Education
Cognitive computing and World Wide Wisdom (WWW+),Y. Wang,2010,"It is recognized that the key theoretical and technical problems toward the next generation internet are not only a speed issue, but also a more fundamental issue of the increasingly demands for the sharing of computational intelligent capabilities. According to cognitive informatics [1, 2, 3, 5, 9, 14, 16, 18], the cognitive information that humans acquire, process, retain, and share can be classified into four profound forms known as knowledge, experience, skill, and wisdom. Among them, wisdom is the most advanced cognitive objects, which is a form of natural intelligence of humans that transfers a query or instruction into an action or behavior based on a well developed reasoning and judgment. However, the current Internet is still remains as an information network. Towards the development of next generation Internet as a wisdom network, the World Wide Wisdom (WWW+) network infrastructures and technologies are yet to be sough t on the basis of cognitive informatics and cognitive computers. In WWW+, each node is a cognitive computer (CC) [3, 9, 10, 15], which is a form of autonomous and intelligent computers that think, perceive, and learn. CC enables the simulation of machinable thought such as computational inferences, reasoning, and causality analyses by autonomous inferences and perceptions mimicking the mechanisms of the brain [3, 15]. The cognitive learning engine of a CC is an autonomous learning system that enables machines learn in natural languages and symbolic notations. The cognitive search engine of a CC is a machine-learning-based search system that results in cognitive knowledge acquisitions and manipulations. On the basis of the development of CCs, the next generation internet, WWW+, will be developed as a world-wide intelligent network for knowledge processing, autonomous learning, and machine-supported problem solving. The theoretical foundations for WWW+ and cognitive computing are cognitive informatics [1, 2, 3, 5, 9, 14, 16, 18], with underpinning contemporary denotational mathematics [6, 12], such as concept algebra [7], system algebra [17], realtime process algebra [4, 8], granular algebra [12], and visual semantic algebra [11]. Denotational mathematics provides a coherent set of powerful mathematical means and explicit expressive power for the design, modeling, and implementation of cognitive computers and WWW+, as that of Boolean algebra for conventional computing technologies. WWW+ extends the current information-search-based Internet to wisdom providing and intelligence services that mimic and simulate the brain in the largest scope of the cyberspace in which each node plays a role as an autonomous super neural cell. As that the conventional Internet provides a solution to the “to be” category of problems for information sharing based on searching technologies, the WWW+-based internet solves the advanced “to do” category of problems for wisdom and intelligence capability sharing based on cognitive computing technologies. WWW+ will be the largest scope of computational intelligence and the closest embodiment of the brain as interconnected constituent intelligent components. A wide range of applications of WWW+ and cognitive computers have been identified such as, inter alia, theories, methodologies, and infrastructures of collective intelligence, networks of computational intelligence, services providing networks, distributed agent networks, distributed cognitive sensor networks, and distributed remote control systems.",10.1109/COGINF.2010.5599737,IEEE,17.0,IEEE,Cognitive informatics;abstract intelligence;world-wide wisdom;WWW+;cognitive computing;cognitive computers;computational intelligence;denotational mathematics;next generation internet,IEEE Conferences,Japan,Nature Communications
Young People's Descriptions of Computational Rules in Role-Playing Games: An Empirical Study,J. Good; K. Howland; K. Nicholson,2010,"A study was carried out which examined the extent to which young people aged 11-12, with no prior instruction in programming, are able to write computational rules which govern play in a 3D computer role-playing game. Expressing these rules required the use of common computational structures such as conditionals, sets and loops. We analysed the rules written for their structure and style, and recorded the types of errors made. It was found that although young people were able to abstract away from the game play experience, very few of the rules were error-free. The most common errors were errors of omission (leaving elements out that should have been included) rather than errors of commission (including elements which should not be part of the rule). These findings have implications for the design of the Flip language, which aims to support young people as they begin to develop computational skills through game design.",10.1109/VLHCC.2010.18,IEEE,11.0,IEEE,novice programmers;computational rules;empirical studies,IEEE Conferences,Japan,Nature Communications
What Represents Value and Happiness for the Hungarian Generation Z in 2022-2023?,K. Jäckel; M. Garai-Fodor,2023,"Our qualitative research was inspired by the 75-year long Harvard University Happiness Survey.In October-November 2022, 65 young marketing undergraduates from Generation Z were asked what value and happiness meant to them. Today’s 20-year-olds were forced to live one tenth of their lives, i.e., 2 years, locked in their homes, isolated from friends and university peers, during the COVID -19 pandemic. Hardly had they recovered from the threat of the pandemic, from their grief, when they were hit by another trauma, as were other members of society. War in neighbouring Ukraine, serious energy crisis, climate crisis, skyrocketing inflation, uncertain future…The focus of the research was therefore on the question of what kind of life they would be satisfied with, and what they would do to achieve the quality of life they want. What goals do they have, what do they want to achieve in their lives? Are human relationships important to them? As our interviewees were marketing students, we asked them if they were happy buying a product or using a service, how important is the experience of buying a product or service to them? How do they think about this topic, what strategy do they want to follow as marketing employees based on their life experiences? Their way of thinking is also decisive at a societal level.",10.1109/SACI58269.2023.10158648,IEEE,5.0,IEEE,happiness;Z generation;value trends,IEEE Conferences,Japan,Journal of Machine Learning Research
"Interpreting the Meaning of Agility, Perceiving its Individual Importance Through the Eyes of Different Generations1",Á. Csiszárik-Kocsir; J. Varga,2024,"Agility - like the XXI. one of the fashionable concepts and leading approaches of the 20th century - it came into the spotlight after the 2000s. At first, as a new project management methodology, it was included in the thinking, which is able to eliminate the shortcomings and slowness of the classic waterfall model, thus making project management more efficient, directing them towards successful projects. Seeing the success of agile project management, more and more companies and businesses began to agileize their various organizational units as well, and finally the mindset spread to the whole organization. Today, we interpret the concept of agility not only at the organizational level, but also at the individual level. However, the willingness of individuals and employees to agility differs along a number of factors. It is influenced by an individual's age, generation affiliation, education, culture, which determines the extent to which he or she is able to embrace this new way of thinking. In our study, we look for the answer to what agility means as a term in the reading of respondents of each generation. The basis of our study is a questionnaire research carried out in Hungary, which was also part of an international research.",10.1109/ICCC62278.2024.10582960,IEEE,0.0,IEEE,agility;agile operation;modern competencies;organizational operation,IEEE Conferences,Chile,Science Advances
Simulating the Cognitive Thought Process with a Modified Genetic Algorithm,P. A. Gadekar; S. V. Tikhe,2021,"Cognitive Computing is a developing paradigm with its applications found in almost every field. It aims to develop computing methodologies and systems inspired by mind’s capabilities. A thought is the most fundamental capability of the mind. Hence it is important in the cognitive computing to understand the Thought Process. The purpose of this paper is to develop a computer model that simulates the Thought Process. The paper proposes that the Genetic Algorithm (GA) can be used for the same. Both cognitive model and computer model of the thought process with the help of GA has been given. In the computer model, a modification of GA has been implemented, which consists of a new crossover operator called Learning Crossover operator. The new crossover operator is not a replacement but is a supplement to the existing crossover operators. The GA is implemented over the Travelling Salesperson Problem (TSP), which is a classical NP problem and hence the algorithm is possible to be implemented on any other problem. The modification to the GA aims to improve the Thought Process Simulation. But it can also improve the performance of GA, when further explored.",10.1109/AIMV53313.2021.9670980,IEEE,0.0,IEEE,Cognitive Computing;Genetic Algorithm;Traveling Salesperson Problem;Thought Process;Natural Selection,IEEE Conferences,Canada,Nature Communications
Applications of creative education to the teaching in computer course in universities and colleges,R. Yanna; L. Suhong,2011,"The meaning of the computer course in university lies in innovation and applications. How to cultivate students' innovative ability is not only the first subject the teachers who work at the teaching forefront face but also the new subject the educational circle faces. This essay takes creative educational notion as guidance. It proposes firstly the importance that creative education shall be implemented in basic computer course. Then, it investigates and analyzes the teaching situations in current basic computer course in universities and the current implementation situation in creative education. Based on this, it discusses the methods to implement creative education in this course. After study, comparison and learning from the existing creative teaching model, creative teaching model of basic computer course has been built and applied to teaching practice. The teaching effect of this innovation teaching model is remarkable. This model is one of the feasible approaches to implement innovation education in basic computer course.",10.1109/ICCSN.2011.6013879,IEEE,0.0,IEEE,creative education;computer;teaching in course;universities and colleges,IEEE Conferences,Japan,IEEE Transactions on Software Engineering
Load Balancing Oriented Economic Grid Resource Scheduling,J. Chen; B. Lu,2008,"As grid technologies evolve quickly on Internet, research related to resource scheduling faces new opportunities and challenges. These new technologies, ideas and approaches provide a new environment for researching and developing the economy-based resource scheduling system. Aiming at the hierarchical grid model, following load balancing thinking and cost-time optimization strategies, this paper proposes a new grid resource scheduling algorithm, which can not only increase the utilization of resources and system throughput, but also realize the load balancing and utility optimization between resource providers and users within grid systems. On the basis of having described the different functional parts of the proposed algorithm, two kinds of simulative experiments about completion time and cost of tasks are conducted. Finally, the experiment results show that the proposed algorithm is effective.",10.1109/PACIIA.2008.324,IEEE,2.0,IEEE,grid computing;resource scheduling;load balancing;economy,IEEE Conferences,France,Journal of Computer Science
Evaluating the Aesthetics of Endgame Studies: A Computational Model of Human Aesthetic Perception,A. Iqbal; H. van der Heijden; M. Guid; A. Makhmali,2012,"In this paper, we explain how an existing computational aesthetics model for three-move mate problems was improved and adapted to suit the domain of chess endgame studies. Studies are typically longer and more “sophisticated” in terms of their perceived aesthetics or beauty. They are therefore likely a better test of the capability of machines to evaluate beauty in the game. Based on current validation methods for an aesthetics model such as this, the experimental results confirm that the adaptation was successful. In the first experiment, the new model enabled a computer program to distinguish correctly between composed studies and positions with sequences resembling studies taken from real games. In the second, the computational aesthetic evaluations were shown to correlate positively and well with human expert aesthetic assessment. The new model encompasses the previous three-mover one and can be used to evaluate beauty as perceived by humans in both domains. This technology pushes the boundaries of computational chess and can be of benefit to human players, composers, and judges. To some extent, it may also contribute to our understanding of the psychology of human aesthetic perception and the “mechanics” of human creativity in composing problems and studies.",10.1109/TCIAIG.2012.2192933,IEEE,12.0,IEEE,Aesthetics;chess;creativty;endgame;perception,IEEE Journals,China,Computers & Education
Basketball players’ competitive thinking mode based on simulation technology,K. Cui,2021,"In order to solve the problem that the current technology software cannot meet the needs of basketball players, the investigator used simulation technology to investigated the simulated competitive thinking of the national basketball team, in which they emphasize the need for competitive thinking simulation and the cooperative development model.The simulation sport thinking was summarized. There are advantages in many aspects, but traditional competitive thinking should still be the dominant training method."" At the same time, the degree of similarity of the team’s competitive thinking model has different effects on team performance obvious to see. When the basketball team’s overall competitive thinking pattern is more similar, team performance is also more significant.",10.1109/ICISE-IE53922.2021.00368,IEEE,0.0,IEEE,Simulation;competitive state;influencing factors;regulation methods,IEEE Conferences,Germany,IEEE Transactions on Software Engineering
Cartoon Extraction Mechanism via UML Model Based on Natural Language Requirement Specs,J. Kim; C. Park; W. Jang; R. Y. C. Kim,2023,"Recently, research on the development of artificial intelligence, in particular generative AI, has been active around the current world. Recent research mainly focuses on generating various types of outputs (text, image, video, etc.) from natural language textual inputs. However, understanding the meaning of these prompts in AI remains a challenge. In this paper, we propose a mechanism for extracting Cartoon images via UML Models based on natural language-based specifications, mapping a cut image's cartoon elements with UML properties extracted through linguistic textual analysis in software engineering. We expect software engineers to automatically help toon writers generate a cartoon's image with linguistic mechanisms.",10.1109/CSCI62032.2023.00260,IEEE,0.0,IEEE,Linguistic Analysis;Natural Language Processing;Toon Generation;UML Diagram;Software Engineering Design,IEEE Conferences,USA,Journal of Computer Science
The use of Augmented Reality to promote learning in Science Laboratories,F. F. Moro; M. Paula Corrêa Angeloni; L. M. Rockenbach Tarouco; J. Bosco da Mota Alves,2021,"This paper presents a research on the use of Augmented Reality (AR) in Science teaching laboratories, aiming to verify features and functionalities that promote the interaction and participation of students in line with learning theories while supporting experiential learning. From this research, a prototype of a virtual laboratory involving the use of AR was developed, and a strategy was built for applying it in learning activities about the planet Earth in elementary school.",10.1109/CSCI54926.2021.00220,IEEE,0.0,IEEE,science laboratory;augmented reality;experiential learning,IEEE Conferences,China,Science Advances
Invited Panel: A Dialogue on Socio- Technical Systems and Situation Awareness,J. Botev; K. Bellman,2022,"In this dialogue with expert Dr. Jean Botev, we will first discuss different definitions of “sociotechnical” systems. This includes adding into our models and computational systems, the behavior, constraints on and policies of institutions and cultures, as well as social behaviors and social dynamics that are not institutionalized. Then we will address three hard questions: How does adding social, cultural and institutional information to our computational systems change our goals for and our approaches to these systems? How do we evaluate the success of sociotechnical systems? What are some of the key challenges to building sociotechnical systems?",10.1109/CogSIMA54611.2022.9830688,IEEE,0.0,IEEE,sociotechnical systems;situation awareness;soft constraints;cultural and institutional information,IEEE Conferences,Spain,ACM Transactions on Graphics
Exploring computational thinking assessment in introductory programming courses,A. L. S. O. Araujo; J. S. Santos; W. L. Andrade; D. D. S. Guerrero; V. Dagienė,2017,"Several instruments have been used for assessing Computational Thinking (CT) abilities. In this exploratory and preliminary study, we investigate how appropriate the Bebras challenge is as an instrument to assess and measure CT abilities. Bebras is an international challenge whose goal is to promote Computer Science and CT. The test can be answered without any prior knowledge on computer science. Our broad research question is whether we can evolve Bebras into a full fledged instrument to assess and measure CT abilities. In this paper, we instantiate a few more specific research questions: Is Bebras performance a good predictor of success for students within programming courses? Is there any correlation between Bebras performance and students' grades? Do students improve their performance in Bebras tests when exposed to the contents of a programming course? Our dataset consists of the grades of 138 students who attended introductory programming courses at two Brazilian universities and their performance in two simulated Bebras tests. The first test was applied at the beginning of the term and therefore before any exposition to programming classes. The second one was applied at the end of the term. The results suggest that the performance on Bebras is only moderately correlated to the student grades. We conclude that it is not very likely that CT measures can be derived from the Bebras test as it is currently designed. While further research is needed on how we can leverage the Bebras effort to extend it into a CT assessment instrument, we performed a preliminary study on the use of Item Response Theory (IRT) as a means to improve the selection of questions and the design of the test. We expect the results of this research can contribute both to the development and discussion on CT assessment as well as to the Bebras effort to educate CT.",10.1109/FIE.2017.8190652,IEEE,20.0,IEEE,,IEEE Conferences,Chile,Journal of Computer Science
Sequential Behavior Analysis of Interdisciplinary Activities in Computational Thinking and EFL Learning With Game-Based Learning,T. -C. Hsu; C. Chang; Y. -S. Liang,2023,"The study explores the effects of an interdisciplinary learning approach on developing students’ English learning (EL) and computational thinking (CT) through two different game-based learning approaches. A quasi-experiment is conducted to evaluate the effectiveness of this approach in terms of enhancing students’ CT knowledge and their EL achievement in an elementary school English as a foreign language (EFL) learning context. A total of 52 Grade 3 students take part in the experiment, of whom 28 are assigned to the experimental group learned with a machine educational robot (machine-ER) board game and 24 are assigned to the control group learned with a character educational robot (character-ER) board game. Results indicate that both groups made significant improvements in learning achievement: 1) in English-language achievement of learning vocabulary and sentence patterns; and 2) in CT concepts, although the machine-ER board game produces a greater increase than the character-ER board game in both language learning achievement and CT knowledge, their learning anxieties are also lower than those of the control group. The analysis of behavioral patterns also reveals that students playing the machine-ER board game demonstrate better language-learning interaction, whereas the students playing character-ER board game present greater CT development in finding solutions.",10.1109/TLT.2023.3249749,IEEE,5.0,IEEE,Collaborative learning tools;design of activities;educational games;interdisciplinary practices;mobile and personal devices,IEEE Journals,Canada,PLOS ONE
An Automatic Grading System for a High School-level Computational Thinking Course,S. M. Tisha; R. A. Oregon; G. Baumgartner; F. Alegre; J. Moreno,2022,"Automatic grading systems help lessen the load of manual grading. Most existent autograders are based on unit testing, which focuses on the correctness of the code, but has limited scope for judging code quality. Moreover, it is cumbersome to implement unit testing for evaluating graphical output code. We propose an autograder that can effectively judge the code quality of the visual output codes created by students enrolled in a high school-level computational thinking course. We aim to provide suggestions to teachers on an essential aspect of their grading, namely the level of student com-petency in using abstraction within their codes. A dataset from five different assignments, including open-ended problems, is used to evaluate the effectiveness of our autograder. Our initial experiments show that our method can classify the students' submissions even for open-ended problems, where existing autograders fail to do so. Additionally, survey responses from course teachers support the importance of our work.",10.1145/3528231.3528357,IEEE,1.0,IEEE,open-ended problems;code quality;lexical analysis;machine learning,IEEE Conferences,Spain,Journal of Machine Learning Research
Sequential Behavior Analysis of Interdisciplinary Activities in Computational Thinking and EFL Language Learning With Game-Based Learning,T. -C. Hsu; C. Chang; Y. -S. Liang,2024,"The study explored the effects of an interdisciplinary learning approach on developing students’ English learning (EL) and computational thinking (CT) through two different game-based learning approaches. A quasi-experiment was conducted to evaluate the effectiveness of this approach in terms of enhancing students’ CT knowledge and their EL achievement in an elementary school English as a foreign language learning context. A total of 52 Grade 3 students took part in the experiment, of whom 28 assigned to the experimental group learned with a machine educational robot (machine-ER) board game and 24 assigned to the control group learned with a character educational robot (character-ER) board game. The results indicated that both groups made significant improvements in learning achievement: 1) in EL achievement of learning vocabulary and sentence patterns; 2) in CT concepts, although the machine-ER board game produced a greater increase than the character-ER board game in both language learning achievement and CT knowledge; 3) their learning anxieties were also lower than those of the control group; and 4) the analysis of behavioral patterns also revealed that students playing the machine-ER board game demonstrated better language-learning interaction, while the character-ER board game presented greater CT development in finding solutions.",10.1109/TLT.2023.3311331,IEEE,0.0,IEEE,Collaborative learning tools;design of activities;educational games;interdisciplinary practices;mobile and personal devices,IEEE Journals,Australia,IEEE Transactions on Software Engineering
"Build Bridges between Conversation, Story, Visual Programming, and Text-based Programming in K-8 Education",Y. Yang; C. Augustine; C. Werts; Y. Wang; J. Sherwin,2023,"In this paper, we create a learning path and curate projects that let students learn certain computational concepts in a consistent way that bridges story, conversation, visual programming, and text-based programming. Our approach is to provide young children with both visual and text-based programming materials that are directly associated with the computational logic in some selected children’s daily dialogues and stories. We demonstrate this combo-design idea with examples of roleplaying, Snap! program, and Python code. Our design pattern and examples could be adapted to other suitable children’s activities in different school settings on a variety of technology platforms.",10.1109/ICIET56899.2023.10111198,IEEE,0.0,IEEE,Computational Thinking;Early Childhood Education;Learning through Play;Transfer of Learning,IEEE Conferences,USA,Science Advances
Synthesis of Liveness-Enforcing Petri Net Supervisors Based on a Think-Globally-Act-Locally Approach and Vector Covering for Flexible Manufacturing Systems,C. Li; Y. Chen; Z. Li; K. Barkaoui,2017,"This paper proposes the synthesis of Petri net supervisors based on a think-globally-actlocally (TGAL) approach and a vector covering technique for flexible manufacturing systems. Given a Petri net model with deadlocks, the TGAL approach first temporarily adds a global idle place (GP). A GP has initially only one token. Then, we generate the reachability graph of the net model with the GP. If there are deadlocks, we find all the legal markings and first-met bad markings (FBMs). The legal markings and FBMs that need to be considered can be reduced by using a vector covering approach. An integer linear programming problem is formulated to design a set of control places to forbid all FBMs but no legal markings. Meanwhile, the redundancy of the obtained control places is checked to remove the redundant ones. Then, we increase one token in the GP and compute a set of control place again. This process is carried out until the reachable markings of the Petri net model do not increase when the number of tokens in the GP is increased. As a result, we can find a set of control places to make the Petri net model live. Finally, some Petri net examples from the literature are used to demonstrate the proposed methods. It can be verified that the obtained supervisors can lead to more reachable markings, since the obtained control places are maximally permissive at each iteration.",10.1109/ACCESS.2017.2720630,IEEE,5.0,IEEE,Flexible manufacturing system;Petri net;deadlock prevention;think-globally-act-locally approach;maximally permissive supervisor,IEEE Journals,France,Journal of Machine Learning Research
Discussion on research and development of artificial intelligence,Song Ning; Ma Yan,2010,"The artificial intelligence is the important achievement of the development in computer science on the 21st century, which has a wide range of applications in many areas. This paper discusses the definition and nature of artificial intelligence, analyzes of the current research in various fields, sums up the history and present situation of artificial intelligence research and analyzes its development direction.",10.1109/ICAMS.2010.5553039,IEEE,4.0,IEEE,artificial intelligence;expert system;development direction;neural network;machine learning,IEEE Conferences,Japan,Computers & Education
The Use of WebQuest to Enhance English-Chinese Bilingual Education: A Case Study in a Course in Computer Science Overview,S. Fan; J. Song; Y. Zhang; Z. He,2009,"WebQuest, an inquiry-oriented online learning tool, allows students to collect and acquire new knowledge from Web-based resources and to develop their critical thinking skills. This paper reports an exploratory case-study, investigating the effectiveness of WebQuest for the enhancement of English-Chinese bilingual college education. The results show that WebQuest can promote English learning environment and arouse learners' learning interest, thus is effective for the bilingual teaching.",10.1109/CISE.2009.5366749,IEEE,0.0,IEEE,,IEEE Conferences,Chile,Journal of Computer Science
Utilizing a Data analytics project to increase student awareness of contemporary global issues,R. Ravikumar; P. Sadhwani,2020,"Computational thinking is irrefutably a must-have skill in today's digital world. This is why it is a requisite course in most college curricula. Computational thinking is a broad term encompassing fundamental concepts of computing such as formulating problems and expressing their solutions in computational steps that can be processed by a computer. The ability to organize and analyze data is also a part of computational thinking. Following this paradigm, educational institutions have adopted various methods to teach computational thinking including programming. This paper will explore a specific project within the computational thinking course taught as an introductory course in all major programs at the Higher Colleges of Technology in the United Arab Emirates. The intention of the paper is to demonstrate how a project-based data analytics assessment in such a course can be used to foster in students, a greater awareness of a contemporary and critical global issue such as waste management. To examine the effectiveness of this project, the paper documents and evaluates the work of a group of students who carried out data analysis on secondary data collected from a notable website on “waste management”. The methodology implemented for this task is developed based on a prescribed course syllabus and assessment structure which promotes student-centered and inter-disciplinary learning.",10.1109/ASET48392.2020.9118395,IEEE,2.0,IEEE,inter-disciplinary learning;cross-curricular;project-based learning;data analytics;coding;computer programming;global issues;waste management;computational thinking;engineering;digital;Python;academic;curriculum,IEEE Conferences,Mexico,Journal of Computer Science
An Integration of Indian Philosophy and Machine Learning for Human-like Cognition,A. Sha; A. R. Inture; J. Joseph; P. P. M. Nair; M. J. Sheeba; A. T,2023,"This paper introduces a novel framework that melds the profound tenets of Indian philosophy with AI and ML. Our goal is to create models that replicate human cognition, paving the way for robots that think like us. Key concepts from Indian philosophy, including ”buddhi,” ”manas,” ”chit,” and ”ahamkar,” are woven into the framework, enhancing AI’s ability to understand and interact with the world in a more human-like way. The core of the framework consists of ”Buddhi” and ”Manas.” Buddhi, a discriminative AI component, adeptly navigates sensory data, making decisions aligned with human discernment. Complementing it, ”Manas” is a generative core, capable of crafting narratives and generating creative solutions. This synergy creates an iterative loop that encapsulates human thought, enabling machines to think, visualize, and even dream. In addition to advancing AI and ML research, we conducted an experiment using a modified News Aggregator dataset from the UCI repository. The experiment focused on word prediction, and our model, infused with Indian philosophy, outperformed RNN and LSTM models over 30 epochs. This framework has the potential to revolutionize AI and create more human-like machines, ushering in a new era of AI and robotics.",10.1109/ICACRS58579.2023.10404103,IEEE,0.0,IEEE,Artificial Intelligence;Machine Learning;Model of mind;Human way of thought,IEEE Conferences,Argentina,Nature Communications
Development of Computational Thinking Education System for Elementary School Class,A. Minamide; K. Takemata; H. Yamada,2020,"This paper describes a new programming education method using stickers and a scanner that combine the features of unplugged programming and physical programming. The new materials developed in this study offer superior features compared to commercial materials, such as low cost, use in lower grades class in elementary school, and no need for teacher's ICT skills.",10.1109/ICALT49669.2020.00013,IEEE,2.0,IEEE,,IEEE Conferences,China,Science Advances
Broadening the Audience for Computational Thinking:Graduate Student Consortium,J. F. Pane; M. B. Rosson,2007,The fifth annual graduate consortium at VL/HCC addresses the question: How can researchers and designers of end-user development environments better address the needs of an increasingly diverse population?,10.1109/VLHCC.2007.47,IEEE,1.0,IEEE,,IEEE Conferences,India,Journal of Computer Science
Melting Your Models: An Integrated AI-based Creativity Support Tool for Inspiration Evolution,X. Zhang; X. Mao; Y. Yin; C. Chai; T. Zhang,2022,"Design is a creative, complex, and iterative process. Although a variety of AI models for supporting design has been developed, there is little research on providing a seamless flow across multiple AI models, as well as the inspiration evolution within the process. We present an integrated AI-based Creativity Support Tool(AI-CST) that systematically integrates multiple AI models and contains a novel Inpiration Evolver to facilitate collaboration between designers and AI models. A between-subject sneaker-design experiment comparing our integrated AI-CST and non-integrated AI-CST shows that our AI-CST can significantly improve designers’ performance. Different using preferences and evolution styles have been discovered by the Inspiration Evolver, which inspires further study on the adaptation of the integrated AI-CST.",10.1109/ISCID56505.2022.00029,IEEE,4.0,IEEE,creativity support tool;integrated system;inspiration evolution;interactive tool;artificial intelligence,IEEE Conferences,Germany,Nature Communications
Textile Pattern Generation Technique Based on Quasi-Regular Pattern Theory and Their Transform,L. Suyi; Z. Leduo,2008,"A lot of function database were built by researching evolution law of uniform stochastic web and quasi-regular patterns mathematical model. It related quasi-regular pattern evolution mechanism with textile pattern design to translate formerly invisible information in mathematic area into visible textile pattern of art design. So the visual field on design could be effectively expanded, and formed the new design concept and thinking.",10.1109/PACIIA.2008.225,IEEE,2.0,IEEE,uniform stochastic web;quasi-regular pattern;Hamiltonian function;function transformation;textile fabric,IEEE Conferences,USA,Computers & Education
Changed demand for knowledge at enhanced product definition in PLM systems,L. Horváth; G. Szabó; I. J. Rudas,2009,"This paper discusses the knowledge based aspect of an enhanced product model by the authors in which background of product information is modeled at object modeling assisted electronic definition of products. The introducing issue is role of knowledge in product modeling considering main schema of product definition. Definition of knowledge for indirect communication between engineers by the interpretation of product model is discussed through human thinking driven product definition, sources of human intent at product definition, and concept of extension of product definition to information content. A concept is shown for the modeling of advising background knowledge as information content considering engineering objects in real world product structure. A new multilevel product model is detailed. In this model, enhanced human intent based decision making is assisted by organized engineering object information and information content on levels of product model. Finally, some future plans are outlined for the work that is devoted as a contribution to intelligent product modeling for the every day engineering in product lifecycle management (PLM) systems.",10.1109/ISCIII.2009.5342275,IEEE,0.0,IEEE,,IEEE Conferences,Argentina,Journal of Machine Learning Research
Sparse direct matrix solvers of finite element discretizations in electromagnetics,M. N. Vouvakis; J. Moshfegh,2018,"The paper outlines some direct solution strategies for sparse matrices arising from the finite element (FE) discretization of electromagnetic (EM) models, and explores whether the conventional thinking followed by highly optimized direct method tools for sparse matrices is indeed the best available option for directly solving FEM problems in EM. Factorization memory and time, solution time, parallelization potential, and error will be considered in the comparisons between approaches. Drawing from advances in the area of integral equation (IE) methods that rely on relatively small but dense matrices, we will conjecture that direct solvers that minimize factorization fill-in while maintaining sparsity may not lead to the best overall strategy after all. We present an direct solution algorithm for FEM, based on domain decomposition that generates and operates on a lesser sparse matrix with block-wise sparse pattern, thus bridging the gap between the two extreme matrix structures, (a large fully sparse encountered in FEM and a smaller fully dense encountered in IE methods). Early results on 3D arbitrary tetrahedron meshes and arbitrary volumetric geometries suggest that the proposed approach significantly outperform state-of-the-art sparse matrix direct solvers in terms of memory while maintaining competitive run times for serial implementations.",10.23919/ROPACES.2018.8364197,IEEE,0.0,IEEE,Numerical Linear Algebra;Sparse Matrix Direct Methods;Finite Element Methods,IEEE Conferences,France,Computers & Education
