Journal,Title,Cantidad
Journal of Computer Science,Problock: A tool for computational thinking development using problem-based learning,1
Journal of Computer Science,Proceedings of the London Mathematical Societysignificance,1
Journal of Computer Science,Programming is Fun! A Survey of the STEAM Digital Distribution Platform,1
Journal of Computer Science,Promoting Computational Thinking in Teacher Education - Combining Semantic Waves and Algorithmic Thinking,1
Journal of Computer Science,Promoting K-12 Computer Science Education : A Computational Thinking Partnership Project,1
Journal of Computer Science,Protobot: An Educational Game for Algorithmic Thinking,1
Journal of Computer Science,QJM: An International Journal of Medicinesignificance,1
Journal of Computer Science,Qualification and quantification of fuzzy linguistic variables and fuzzy expressions,1
Journal of Computer Science,Recognizing Possibilities of Computational Thinking When Teaching First-degree Equations: A Classroom Case,1
Journal of Computer Science,Reconstruct the teaching design of the Principles of Computer Organization course with Commercial Product Thinking,1
Journal of Computer Science,Research on blended teaching reform based on computational thinking,1
Journal of Computer Science,Rheumatologysignificance,1
Journal of Computer Science,Robots That Think Fast and Slow: An Example of Throwing the Ball Into the Basket,1
Journal of Computer Science,SLEEP Advancessignificance,1
Journal of Computer Science,Scratch Analysis Tool(SAT): A Modern Scratch Project Analysis Tool based on ANTLR to Assess Computational Thinking Skills,1
Journal of Computer Science,Scratch software in higher education: Pedagogical experience in educational science,1
Journal of Computer Science,Scratch4All Project - Educate for an All-inclusive Digital Society,1
Journal of Computer Science,Social History of Medicinesignificance,1
Journal of Computer Science,Social Problemssignificance,1
Journal of Computer Science,Sphero.Math: a computational thinking-enhanced fourth grade mathematics curriculum,1
Journal of Computer Science,Study on the implementation of human-like intelligent inference and control,1
Journal of Computer Science,Supporting Computational Thinking Development in K-6,1
Journal of Computer Science,Supporting computational thinking through gamification,1
Journal of Computer Science,Sustainable C++ Education in General High School: from Teaching Programming Skills to Developing Computational Thinking,1
Journal of Computer Science,Synthetic design of a social regressor and its implementation using Knowledge Request-Broker Architecture,1
Journal of Computer Science,System testability modeling and analysis based on device level failure mode effect and criticality analysis,1
Journal of Computer Science,Tackling the Challenge of Computational Identification of Characters in Fictional Narratives,1
Journal of Computer Science,Taking Database Design as Trunk Line of Database Courses,1
Journal of Computer Science,Teaching Computational Reasoning without a Computer,1
Journal of Computer Science,Teaching Computational Thinking to Multilingual Students through Inquiry-based Learning,1
Journal of Computer Science,Teaching computational thinking to entry-level undergraduate engineering students at Amrita University,1
Journal of Computer Science,The Chinese Journal of International Politicssignificance,1
Journal of Computer Science,The Design of AR-based Virtual Educational Robotics Learning System,1
Journal of Computer Science,"The Design, Development, and Evaluation of a Novel Computer-based Competency Assessment of Computational Thinking",1
Journal of Computer Science,The Effectiveness of Teaching Approaches in Computational Thinking Education: A Meta-Analysis,1
Journal of Computer Science,The IEEE Computer Society Smart Grid Vision Project opens opportunites for computational intelligence,1
Journal of Computer Science,The Impact of ICT Resources on Chinese Middle School Students' CT Skills: The Mediating Role of ICT Literacy,1
Journal of Computer Science,The Impact of Physical Computing and Computational Pedagogy on Girl’s Self – Efficacy and Computational Thinking Practice,1
Journal of Computer Science,The Impact of stem Courses on Students’ Computational Thinking: Mediation based on problem solving ability and stem attitude,1
Journal of Computer Science,The Importance of Algorithmic Thinking Development in Primary Education,1
Journal of Computer Science,The Journal of Deaf Studies and Deaf Educationsignificance,1
Journal of Computer Science,The Journal of Sexual Medicinesignificance,1
Journal of Computer Science,The Journal of World Energy Law & Businesssignificance,1
Journal of Computer Science,The Leo Baeck Institute Year Booksignificance,1
Journal of Computer Science,The Method of Extracting Domain and Situation in Chinese Sentence Groups,1
Journal of Computer Science,The Monistsignificance,1
Journal of Computer Science,The Oncologistsignificance,1
Journal of Computer Science,The Oral History Reviewsignificance0094-0798,1
Journal of Computer Science,The Research of Chinese Text Proofreading System Model,1
Journal of Computer Science,The Role of Basic Psychological Needs Satisfaction in Primary Student’s Computational Thinking Development,1
Journal of Computer Science,The Use of WebQuest to Enhance English-Chinese Bilingual Education: A Case Study in a Course in Computer Science Overview,1
Journal of Computer Science,The Year's Work in Critical and Cultural Theorysignificance,1
Journal of Computer Science,The effect of disruptive change on the spatial variation of commercial rental prices: The case of the COVID-19 pandemic,1
Journal of Computer Science,The long quest for computational thinking,1
Journal of Computer Science,Thinking Outside the Box in Geometry and Art,1
Journal of Computer Science,Towards a Computational Cognitive Neuroscience Model of Creativity,1
Journal of Computer Science,Towards the Assessment of Basic Computational Thinking Skills Using Syntactic Analysis Techniques,1
Journal of Computer Science,Towards ‘serendipity engineering for seductive hypermedia’ and ‘user analysis using socialnomics’: The role of ecological cognition,1
Journal of Computer Science,Translational Animal Sciencesignificance,1
Journal of Computer Science,Two-System Real-Time Radio Propagation Modeling,1
Journal of Computer Science,Usability Evaluation of an Online Inquiry-Based Learning Platform for Computational Thinking (CT-ONLINQ),1
Journal of Computer Science,Utilizing a Data analytics project to increase student awareness of contemporary global issues,1
Journal of Computer Science,Variable neighborhood search approach to face-shield delivery during pandemic periods,1
Journal of Computer Science,Voice handicap prevalence among healthcare workers in China and Indonesia,1
Journal of Computer Science,Work in progress — Integrating computational and engineering thinking through online design and simulation of multidisciplinary systems,1
Journal of Computer Science,Work in progress: STEM-based computing educational resources on the web,1
Journal of Machine Learning Research,A Case Study of Middle Schoolers' Use of Computational Thinking Concepts and Practices during Coded Music Composition,1
Journal of Machine Learning Research,A Computational Brain Colour Response Model for Achromatopsia,1
Journal of Machine Learning Research,A Computational Thinking Assessment Tool on Text- Based Programming,1
Journal of Machine Learning Research,A Computational Thinking Course for Pre-Service Teachers,1
Journal of Machine Learning Research,A Design and Development of Internet of Things (IoT) System and Learning Activity to Promote Computational Thinking,1
Journal of Machine Learning Research,A Novel Perspective to Threat Modelling using Design Thinking and Agile Principles,1
Journal of Machine Learning Research,A Study on the Assessment of Introductory Computational Thinking via Scratch Programming in Primary Schools,1
Journal of Machine Learning Research,A TDRL Model for the Emotion of Regret,1
Journal of Machine Learning Research,A Virtual Collaboration Design Environment Based on a Product-Oriented and User-Centred Computational Model,1
Journal of Machine Learning Research,A computational framework for context-aware adaptation of user interfaces,1
Journal of Machine Learning Research,A computational model of team assembly in emerging scientific fields,1
Journal of Machine Learning Research,A designerly approach as a foundation for school children's computational thinking skills while developing digital games,1
Journal of Machine Learning Research,A novel trust evaluation method for Ubiquitous Healthcare based on cloud computational theory,1
Journal of Machine Learning Research,A pragmatic approach to develop computational thinking skills in novices in Computing Education,1
Journal of Machine Learning Research,A tidal volume of 7 mL/kg PBW or higher may be safe for COVID-19 patients,1
Journal of Machine Learning Research,Adaptation and resilience in retail: Exploring consumer clusters in the new normal,1
Journal of Machine Learning Research,An Automatic Grading System for a High School-level Computational Thinking Course,1
Journal of Machine Learning Research,An Elaboration of Research Led Computer Science Framework for Early Education,1
Journal of Machine Learning Research,An Optimized Q-Learning Algorithm Based on the Thinking of Tabu Search,1
Journal of Machine Learning Research,An open-ended experiment-project-based learning mode for information and computational science,1
Journal of Machine Learning Research,Analysis of the Curriculum Reform Method Based on the Combination of Computational Thinking and Engineering Thinking,1
Journal of Machine Learning Research,Analyzing-Evaluating-Creating: Assessing Computational Thinking and Problem Solving in Visual Programming Domains,1
Journal of Machine Learning Research,Annals of Work Exposures and Healthsignificance,1
Journal of Machine Learning Research,Applied Mathematics Research eXpresssignificance,1
Journal of Machine Learning Research,Approaches For Automation In Assisting Evaluator For Grading Of Answer Scripts: A Survey,1
Journal of Machine Learning Research,Approaches for teaching computational thinking strategies in an educational game: A position paper,1
Journal of Machine Learning Research,Assessing Computational Thinking in CS Unplugged Activities,1
Journal of Machine Learning Research,"Assessing Implicit Computational Thinking in Zoombinis Gameplay: Pizza Pass, Fleens \&amp; Bubblewonder Abyss",1
Journal of Machine Learning Research,Assessing Learning Behavior and Cognitive Bias from Web Logs,1
Journal of Machine Learning Research,Assessing Self-Efficacy Method for Enhancing Computational Thinking in Educational Game Environment,1
Journal of Machine Learning Research,BioSciencesignificance,1
Journal of Machine Learning Research,Brain-inspired systems and predicative competence,1
Journal of Machine Learning Research,CT4All: Enhancing Computational Thinking Skills in Adolescents with Autism Spectrum Disorders,1
Journal of Machine Learning Research,Can computational thinking predict academic performance?,1
Journal of Machine Learning Research,Can computational thinking reduce marginalization in the future Internet?,1
Journal of Machine Learning Research,Changed demand for knowledge at enhanced product definition in PLM systems,1
Journal of Machine Learning Research,Chemical Sensessignificance,1
Journal of Machine Learning Research,Christian bioethics: Non-Ecumenical Studies in Medical Moralitysignificance,1
Journal of Machine Learning Research,Clinical and Experimental Dermatologysignificance,1
Journal of Machine Learning Research,"Coding, playgrounds and literacy in early childhood education: The development of KIBO robotics and ScratchJr",1
Journal of Machine Learning Research,CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,1
Journal of Machine Learning Research,"Complex Problem Solving as a Construct of Inquiry, Computational Thinking and Mathematical Problem Solving",1
Journal of Machine Learning Research,Computational Intelligence Applications for Defense [Research Frontier],1
Journal of Machine Learning Research,Computational Intelligence for Modeling and Optimization of RFEH and WPT Systems: A Comprehensive Survey,1
Journal of Machine Learning Research,Computational Thinking 2.0,1
Journal of Machine Learning Research,Computational Thinking Bins: Outreach and More,1
Journal of Machine Learning Research,Computational Thinking Integration into Archival Educators’ Networked Instruction,1
Journal of Machine Learning Research,Computational Thinking and Attitudes Towards Computing: An Emerging Relationship in Elementary Students,1
Journal of Machine Learning Research,Computational Thinking for All: An Experience Report on Scaling up Teaching Computational Thinking to All Students in a Major City in Sweden,1
Journal of Machine Learning Research,Computational Thinking in the Mathematics Classroom: Fostering Algorithmic Thinking and Generalization Skills Using Dynamic Mathematics Software,1
Journal of Machine Learning Research,"Computational Thinking, Code Complexity, and Prior Experience in a Videogame-Building Assignment",1
Journal of Machine Learning Research,"Computational Thinking, Perception, and Confidence in Distance Learning",1
Journal of Machine Learning Research,"Computational Thinking, a Discipline to Enhance Digital Skills Such as Programming",1
Journal of Machine Learning Research,Computational thinking,1
Journal of Machine Learning Research,Computational thinking and programming education principles,1
Journal of Machine Learning Research,Computational thinking for teacher education,1
Journal of Machine Learning Research,Computational thinking skills in dutch secondary education: exploring teacher's perspective,1
Journal of Machine Learning Research,Computational thinking through modeling in language lessons,1
Journal of Machine Learning Research,"Computational, model thinking and computer coding for U.S. Common Core Standards with 6 to 12 year old students",1
Journal of Machine Learning Research,Computing for the Critters: Exploring Computational Thinking of Children in an Informal Learning Setting,1
Journal of Machine Learning Research,Conceptions and Misconceptions about Computational Thinking among Italian Primary School Teachers,1
Journal of Machine Learning Research,Construction and Application of a Computational Thinking Assessment Framework from the Perspective of the Iceberg Model,1
Journal of Machine Learning Research,Creative Thinking Stimulates Innovation Design of CAM Mechanism,1
Journal of Machine Learning Research,Cultivating Computational Thinking through Game-Based Learning,1
Journal of Machine Learning Research,Curriculum Design for Computational Thinking Training Based on Concept Map,1
Journal of Machine Learning Research,DB-Learn: Studying Relational Algebra Concepts by Snapping Blocks,1
Journal of Machine Learning Research,DISSECT: An experiment in infusing computational thinking in a sixth grade classroom,1
Journal of Machine Learning Research,Databasesignificance,1
Journal of Machine Learning Research,Deep reasoning and thinking beyond deep learning by cognitive robots and brain-inspired systems,1
Journal of Machine Learning Research,Deployment of physics simulation apps using Easy JavaScript Simulations,1
Journal of Machine Learning Research,"Designing Divergent Thinking, Creative Problem Solving Exams",1
Journal of Machine Learning Research,Developing Computational Thinking and Reading and Writing Skills through an Approach for Creating Games,1
Journal of Machine Learning Research,Developing a Knowledge-Requirements Engineering Framework towards Transformative Metaverses/(Eco)Systems/Ecologies,1
Journal of Machine Learning Research,Developing computational thinking through pattern recognition in early years education,1
Journal of Machine Learning Research,Diplomatic Historysignificance,1
Journal of Machine Learning Research,Discussing the Challenges Related to Deployment of Computational Thinking in Brazilian Basic Education,1
Journal of Machine Learning Research,Discussion of Ability Cultivation of Computational Thinking in Course Teaching,1
Journal of Machine Learning Research,Do we really need computational thinking?,1
Journal of Machine Learning Research,Does Musical Context Improve Computational Thinking Skills?,1
Journal of Machine Learning Research,Does it matter how well I know what you’re thinking? Opponent Modelling in an RTS game,1
Journal of Machine Learning Research,Dynamic Cooperative Coevolution for Large Scale Optimization,1
Journal of Machine Learning Research,Empowering Elementary Students' Scratch Programming Skills Through a Jigsaw Collaborative Learning Method in a Metaverse Virtual Space,1
Journal of Machine Learning Research,Enhancing the Adoption of Computational Thinking Education Among the Malaysians to Prepare for Future Industrial Revolution,1
Journal of Machine Learning Research,Environmental Entomologysignificance,1
Journal of Machine Learning Research,Essential Teambuilding Skills for Project Work in Engineering Studies,1
Journal of Machine Learning Research,European Heart Journal Opensignificance,1
Journal of Machine Learning Research,European Heart Journal. Acute Cardiovascular Caresignificance,1
Journal of Machine Learning Research,European Journal of Cardiovascular Nursingsignificance,1
Journal of Machine Learning Research,European Journal of Endocrinologysignificance,1
Journal of Machine Learning Research,Evaluation Rubric for Computational Thinking Concepts,1
Journal of Machine Learning Research,Exploration of ability development of engineering and computational thinking skills in software engineering majors,1
Journal of Machine Learning Research,Exploring concurrency on computational thinking tools,1
Journal of Machine Learning Research,Exploring the Definition of Computational Thinking in Research and the Classroom,1
Journal of Machine Learning Research,Family Practicesignificance,1
Journal of Machine Learning Research,Fostering Computational Thinking through Problem-Solving at School,1
Journal of Machine Learning Research,FruitSort: the educational computational thinking game with accessibility for hearing-impaired children,1
Journal of Machine Learning Research,Genome Biology and Evolutionsignificance,1
Journal of Machine Learning Research,Grammar Instruction with UML,1
Journal of Machine Learning Research,Health & Social Worksignificance,1
Journal of Machine Learning Research,Health Affairs Scholarsignificance,1
Journal of Machine Learning Research,Holistic Assessment of Computational Thinking for Undergraduate: Reliability and Convergent Validity,1
Journal of Machine Learning Research,How to Model for a Living: The CSGF as a Catalyst for Supermodels,1
Journal of Machine Learning Research,"Human Intelligence Meets Smart Machine: A Special Event at the IEEE International Conference on Systems, Man, and Cybernetics 2018",1
Journal of Machine Learning Research,Human Rights Law Reviewsignificance,1
Journal of Machine Learning Research,IMA Journal of Management Mathematicssignificance,1
Journal of Machine Learning Research,Index,1
Journal of Machine Learning Research,Instilling Computational Thinking in Undergraduate Students Across Multiple Disciplines through an Adaptive Gamified e-Learning Platform,1
Journal of Machine Learning Research,Intelligent sense-making for smart grid stability,1
Journal of Machine Learning Research,Interacting with Computerssignificance,1
Journal of Machine Learning Research,International Data Privacy Lawsignificance,1
Journal of Machine Learning Research,International Journal of Lexicographysignificance,1
Journal of Machine Learning Research,International Journal of Refugee Lawsignificance,1
Journal of Machine Learning Research,Internet-based therapist-supported interpersonal psychotherapy for depression: A randomized controlled trial,1
Journal of Machine Learning Research,Introducing Computational Thinking to K-5 in a French Context,1
Journal of Machine Learning Research,Introduction: Computational thinking in preK-5: empirical evidence for integration and future directions,1
Journal of Machine Learning Research,Investigating the Impact of Programming Activities on Computational Thinking and AI Literacy in Spanish Schools,1
Journal of Machine Learning Research,JAC-Antimicrobial Resistancesignificance,1
Journal of Machine Learning Research,Journal of Cybersecuritysignificance,1
Journal of Machine Learning Research,Journal of European Competition Law & Practicesignificance,1
Journal of Machine Learning Research,Journal of Integrated Pest Managementsignificance,1
Journal of Machine Learning Research,Journal of International Criminal Justicesignificance,1
Journal of Machine Learning Research,Journal of International Dispute Settlementsignificance,1
Journal of Machine Learning Research,Journal of Law and the Biosciencessignificance,1
Journal of Machine Learning Research,Journal of Legal Analysissignificance,1
Journal of Machine Learning Research,Journal of Survey Statistics and Methodologysignificance,1
Journal of Machine Learning Research,Journal of the Royal Statistical Society Series A: Statistics in Societysignificance,1
Journal of Machine Learning Research,Language-based support for computational thinking,1
Journal of Machine Learning Research,Learning and Control of Human-Like Thinking Process,1
Journal of Machine Learning Research,Lessons Learned From Introducing Preteens in Parent-Led Homeschooling to Computational Thinking,1
Journal of Machine Learning Research,Life Metabolismsignificance,1
Journal of Machine Learning Research,Mapping New Informal Settlements Using Machine Learning and Time Series Satellite Images: An Application in the Venezuelan Migration Crisis,1
Journal of Machine Learning Research,Mapping computational thinking mindsets between educational levels with cognitive network science,1
Journal of Machine Learning Research,Mathematical Medicine and Biology: A Journal of the IMAsignificance,1
Journal of Machine Learning Research,Mathematics and programming: marriage or divorce?,1
Journal of Machine Learning Research,Measuring Cognitive Loads while Learning Computational Statistics,1
Journal of Machine Learning Research,Measuring Problem Solving Skills of Informatics and Engineering Students,1
Journal of Machine Learning Research,Microscopy and Microanalysissignificance,1
Journal of Machine Learning Research,Modeling as Computational Thinking Language: Developing a Reference Framework,1
Journal of Machine Learning Research,Modifying Curriculum for Novice Computational Thinking Elementary Teachers and English Language Learners,1
Journal of Machine Learning Research,Motivation measurement of science student towards grouping e-learning,1
Journal of Machine Learning Research,Motivationally Targeted View for Architectural Modeling of Software Intensive Systems,1
Journal of Machine Learning Research,Multi-Semantic Image Recognition Model and Evaluating Index for Explaining the Deep Learning Models,1
Journal of Machine Learning Research,Music Theory Spectrumsignificance,1
Journal of Machine Learning Research,NOTES,1
Journal of Machine Learning Research,Neuroeducation: Guidelines for Computational Thinking training,1
Journal of Machine Learning Research,Nonlinear mixed models and related approaches in infectious disease modeling: A systematic and critical review,1
Journal of Machine Learning Research,Northern Journal of Applied Forestrysignificance,1
Journal of Machine Learning Research,Notice of Retraction: A parallel dynamic convex hull algorithm based on the M2M model originated from thinking pattern of human beings,1
Journal of Machine Learning Research,Nutrition Reviewssignificance,1
Journal of Machine Learning Research,Occupational Medicinesignificance,1
Journal of Machine Learning Research,On constructing interactive college english learning environment via computer-assist teaching model,1
Journal of Machine Learning Research,Operative Neurosurgerysignificance,1
Journal of Machine Learning Research,Oxford Economic Paperssignificance,1
Journal of Machine Learning Research,Oxford Journal of Legal Studiessignificance,1
Journal of Machine Learning Research,Oxford Medical Case Reportssignificance,1
Journal of Machine Learning Research,Oxford Open Immunologysignificance,1
Journal of Machine Learning Research,PBL Teaching with Design Thinking: Construction and Case Study of Programming Teaching Model in High School,1
Journal of Machine Learning Research,Parliamentary Affairssignificance,1
Journal of Machine Learning Research,Physical and Digital Twin with Computational Thinking to Foster STEM Vocations in Primary Education,1
Journal of Machine Learning Research,"Preservice teachers' thinking styles, dispositions, and changes in their teacher behaviors",1
Journal of Machine Learning Research,Primary School Teachers' Conceptions of Computational Thinking,1
Journal of Machine Learning Research,Proceedings of the Aristotelian Societysignificance,1
Journal of Machine Learning Research,Professional Development in Computational Thinking: A Systematic Literature Review,1
Journal of Machine Learning Research,Progress of Theoretical Physics Supplementsignificance,1
Journal of Machine Learning Research,Promoting Computer Science Learning with Block-Based Programming and Narrative-Centered Gameplay,1
Journal of Machine Learning Research,Promoting Teaching Self-efficacy in Computational Thinking of School Teachers,1
Journal of Machine Learning Research,Protobject as a tool for teaching computational thinking to designers: student perceptions on usability,1
Journal of Machine Learning Research,Psychoradiologysignificance,1
Journal of Machine Learning Research,REFERENCES AND FURTHER READING,1
Journal of Machine Learning Research,Reflections on a Symposium on Computation,1
Journal of Machine Learning Research,Refugee Survey Quarterlysignificance,1
Journal of Machine Learning Research,Remixing as a Pathway to Computational Thinking,1
Journal of Machine Learning Research,Research on Interactive Simulation Software Is Applied to Foreign Language Teaching Based on Delphi,1
Journal of Machine Learning Research,Research on science and technology awards evaluation system based on multi-agent,1
Journal of Machine Learning Research,Research on the Development of Secondary Vocational Students' Computational Thinking Based on Gamiflcation Teaching : —Taking the Secondary Vocational Information Technology Course as an Example,1
Journal of Machine Learning Research,Research on the Instructional design of Computer Foundation Course of University Oriented by Computational Thinking,1
Journal of Machine Learning Research,Rethinking the Development of Computational Thinking Skills in Young Children through Nature Play,1
Journal of Machine Learning Research,Review of Environmental Economics and Policysignificance,1
Journal of Machine Learning Research,STEM Learning Through Drones: A Pedagogical Approach for Critical Thinking and Problem Solving,1
Journal of Machine Learning Research,Session details: Paper Session: Computational Thinking #1,1
Journal of Machine Learning Research,Shakespeare Quarterlysignificance,1
Journal of Machine Learning Research,Social Cognitive and Affective Neurosciencesignificance,1
Journal of Machine Learning Research,Social Forcessignificance,1
Journal of Machine Learning Research,Social Work Research and Abstractssignificance,1
Journal of Machine Learning Research,Socio-Economic Reviewsignificance,1
Journal of Machine Learning Research,Stationary distribution of a stochastic generalized SIRI epidemic model with reinfection and relapse,1
Journal of Machine Learning Research,Study of the Impact of Computational Thinking Education Based on Robots on Behaviors of Preschoolers,1
Journal of Machine Learning Research,Study on Mode of Cultivating Computational Thinking in Online Teaching of Information Technology:A Quasi-Experimental Study,1
Journal of Machine Learning Research,Sucre4Stem: A K-12 Educational Tool for Integrating Computational Thinking and Programming Across Multidisciplinary Disciplines,1
Journal of Machine Learning Research,Supporting Diverse Learners in K-8 Computational Thinking with TIPP&amp;SEE,1
Journal of Machine Learning Research,Synthesis of Liveness-Enforcing Petri Net Supervisors Based on a Think-Globally-Act-Locally Approach and Vector Covering for Flexible Manufacturing Systems,1
Journal of Machine Learning Research,Systematic Biologysignificance,1
Journal of Machine Learning Research,Task-based Classification of Reflective Thinking Using Mixture of Classifiers,1
Journal of Machine Learning Research,Teacher Education to Integrate Computational Thinking into Elementary Science: A Design-Based Research Study,1
Journal of Machine Learning Research,Teachers' perception of professional development in coding education,1
Journal of Machine Learning Research,Teachers’ understanding of technical terms in a Computational Thinking curriculum,1
Journal of Machine Learning Research,Teaching Computational Thinking through Civics: NYC's Hack League,1
Journal of Machine Learning Research,Teaching Computational Thinking to 8-Year-Olds through ScratchJr,1
Journal of Machine Learning Research,Teaching Research on Computer Programming based on Cultivation of Computational Thinking,1
Journal of Machine Learning Research,Teaching and learning computational thinking through solving problems in Artificial Intelligence: On designing introductory engineering and computing courses,1
Journal of Machine Learning Research,Teaching computational thinking to non-computing majors using spreadsheet functions,1
Journal of Machine Learning Research,Teaching evaluation for computational-thinking-oriented elementary computer courses,1
Journal of Machine Learning Research,Team-based learning course design and assessment in computer engineering,1
Journal of Machine Learning Research,The Effect on Computational Thinking Using SRA-Programming: Anticipating Changes in a Dynamic Problem Environment,1
Journal of Machine Learning Research,The Future Nexus of Computational Thinking Education: A Preliminary Systematic Review of Reviews,1
Journal of Machine Learning Research,The Impact of Non-Formal Computer Science Outreach on Computational Thinking in Young Women,1
Journal of Machine Learning Research,The Implementation of Long-Short Term Memory for Tourism Industry in Malaysia,1
Journal of Machine Learning Research,The Influence of CodeCombat on Computational Thinking in Python Programming Learning at Primary School,1
Journal of Machine Learning Research,The Journal of Medicine and Philosophy: A Forum for Bioethics and Philosophy of Medicinesignificance,1
Journal of Machine Learning Research,The Librarysignificance,1
Journal of Machine Learning Research,The Logic of Cognitive Genetic Structures,1
Journal of Machine Learning Research,The Practice and Exploration of Scratch Programming Instruction in Elementary School Based on Game Design,1
Journal of Machine Learning Research,The Psychology of Thinking in Creating AI,1
Journal of Machine Learning Research,The Review of Asset Pricing Studiessignificance,1
Journal of Machine Learning Research,The Role of Evidence Centered Design and Participatory Design in a Playful Assessment for Computational Thinking About Data,1
Journal of Machine Learning Research,The Teaching Mode and Practice Analysis of College Computer Basic Course Based on Computational Thinking,1
Journal of Machine Learning Research,The Waste Separation Game to Promote Computational Thinking Through Mixed Reality Technology,1
Journal of Machine Learning Research,The World Bank Research Observersignificance,1
Journal of Machine Learning Research,The Year's Work in English Studiessignificance,1
Journal of Machine Learning Research,The advantages of CBOE credit VIXs for corporate bond investors in North America: A sectoral analysis,1
Journal of Machine Learning Research,The calculation thinking training system research for C program based on B/S mode,1
Journal of Machine Learning Research,The effects of constructing robot-based storytelling system on college students' computational thinking skill and technology comprehension,1
Journal of Machine Learning Research,The molecular effects of ozone on human hemoglobin oligomerisation pre- and post-COVID-19 infection accompanied by favoured antioxidant roles of cinnamaldehyde and phenyl ethyl alcohol,1
Journal of Machine Learning Research,The relationship between microRNAs and COVID-19 complications,1
Journal of Machine Learning Research,Think Like A Graph: Real-Time Traffic Estimation at City-Scale,1
Journal of Machine Learning Research,To Think Like a Vertex (or Not) for Distributed Training of Graph Neural Networks,1
Journal of Machine Learning Research,Towards Highly Compressed CNN Models for Human Activity Recognition in Wearable Devices,1
Journal of Machine Learning Research,Towards the Unification of Computational Thinking and EUDability: Two Cases from Healthcare,1
Journal of Machine Learning Research,Transactions of the Linnean Society of Londonsignificance,1
Journal of Machine Learning Research,Two types of anticipation in sensory-motor coupling,1
Journal of Machine Learning Research,Ubiquitous Computational Thinking,1
Journal of Machine Learning Research,Understanding the Source of Confusion with Computational Thinking: A Systematic Review of Definitions,1
Journal of Machine Learning Research,Using Computational Thinking Patterns to Scaffold Program Design in Introductory Programming Course,1
Journal of Machine Learning Research,Using Computational Thinking to Learn Creative Writing and Performance Arts: Summer Experiences of Story Creation Projects,1
Journal of Machine Learning Research,Using Microworlds to Introduce Programming to Novices,1
Journal of Machine Learning Research,Using Sensor Technologies to Introduce Secondary Education Students to Computational Thinking and Computer Science,1
Journal of Machine Learning Research,Using Visualization to Teach an Introductory Programming Course with Python,1
Journal of Machine Learning Research,Using agents and simulation to develop adequate thinking styles,1
Journal of Machine Learning Research,VisTA: Integrating Machine Intelligence with Visualization to Support the Investigation of Think-Aloud Sessions,1
Journal of Machine Learning Research,Website User Interface Design Using The Design Thinking Method,1
Journal of Machine Learning Research,Western Historical Quarterlysignificance,1
Journal of Machine Learning Research,What Represents Value and Happiness for the Hungarian Generation Z in 2022-2023?,1
Journal of Machine Learning Research,Wishful Thinking and IT Threat Avoidance: An Extension to the Technology Threat Avoidance Theory,1
Nature Communications,"""Look at Our Smart Shoe"" - a Scalable Online Concept for Introducing Design as Part of Computational Thinking in Grades 1-6",1
Nature Communications,7 COMPUTATIONAL SCIENCE,1
Nature Communications,A Computational Model of Focused Attention Meditation and Its Transfer to a Sustained Attention Task,1
Nature Communications,A Hierarchical Computational Model Inspired by the Behavioral Control in the Primate Brain,1
Nature Communications,A Study of Micro:bit Teaching Design Based on the Development of Computational Thinking of Secondary School Students,1
Nature Communications,A Tool for the Introduction of Programming and Computational Thinking with Motivation using Virtual Reality,1
Nature Communications,A Visualization Tool to Support Analyzing and Evaluating Scratch Projects,1
Nature Communications,A data science pipeline applied to Australia's 2022 COVID-19 Omicron waves,1
Nature Communications,A parallel scalable approach to short-range molecular dynamics on the CM-5,1
Nature Communications,A practical research on the training of middle school students' computational thinking based on problem solving in systematic information process view,1
Nature Communications,A study of the Classified teaching of “Fundamentals of Information Technology” course based on computational thinking,1
Nature Communications,A study on teaching method of reverse analysis in web animation design,1
Nature Communications,ALGO-THINK Approach,1
Nature Communications,Age and Ageingsignificance,1
Nature Communications,Alcohol and Alcoholismsignificance,1
Nature Communications,An Automatic Analysis Tool Based on Computational Thinking for BlockPy Programs,1
Nature Communications,An Integration of Indian Philosophy and Machine Learning for Human-like Cognition,1
Nature Communications,An Ontology based approach to teach Computational Thinking,1
Nature Communications,An empirical study on the design-based STEM + VR teaching approach to cultivate college students' computational thinking,1
Nature Communications,Analysing Malaysian Technology Sector during COVID-19: A Minimum Spanning Tree Approach,1
Nature Communications,Analysis of Collaborative Learning in a Computational Thinking Class,1
Nature Communications,Analytic thinking of patients' viewpoints pertain to spa treatment,1
Nature Communications,Analyzing Enablers of Big Data Computation of New Business Students: A TISM approach,1
Nature Communications,Annals of Botanysignificance,1
Nature Communications,Application of Combination Thinking Model of Inspiration and Action to Effect of Pipa Teaching,1
Nature Communications,Are Children More Motivated with Plugged or Unplugged Approach to Computational Thinking? (Abstract Only),1
Nature Communications,Assessing Computational Thinking Skills at First Stages of Schooling,1
Nature Communications,Assessing In-service Teachers' Development of Computational Thinking Practices in Teacher Development Courses,1
Nature Communications,Assessing conceptual understanding in mathematics,1
Nature Communications,Assessing the Current Level of the Computational Thinking Within the Primary and Lower Secondary School Students using Educational Robotics Tasks,1
Nature Communications,Assessment of Computational Thinking Skills: A Systematic Review of the Literature,1
